Year,Distance,Engine_capacity(cm3),km_year
2006,150000,3500,9375
2016,54000,1600,9000
2003,250000,2200,13157
2006,11111,1980,694
2005,160000,1100,9411
2014,123000,1800,15375
2007,355756,1500,23717
2001,300000,1600,14285
2004,290000,1489,16111
2014,151668,2231,18958
2008,202000,1400,14428
2015,165800,1400,23685
2004,135000,2200,7500
2006,193096,1500,12068
2006,210000,1199,13125
2009,123500,1400,9500
1994,100000,1100,3571
2007,200000,3000,13333
2018,45500,2000,11375
2006,112000,1600,7000
2002,543500,2000,27175
1991,290850,1796,9382
2019,60000,2199,20000
2012,107000,1500,10700
1988,230000,3800,6764
2008,126000,1800,9000
2013,169000,2000,18777
2018,45000,2000,11250
2017,100000,2000,20000
2009,85000,2000,6538
2017,45000,1600,9000
1995,248966,1800,9220
2017,50320,1998,10064
2012,179243,2200,17924
2016,106000,1500,17666
2017,84800,1498,16960
2019,19000,1800,6333
2008,250000,1400,17857
2011,154000,1400,14000
2015,120000,1800,17142
2009,185021,1590,14232
2009,186000,1400,14307
2017,48000,1995,9600
2013,215368,2200,23929
2004,190533,1900,10585
1998,300000,1800,12500
2007,241000,1598,16066
2017,95000,1699,19000
2008,220000,2500,15714
2009,175000,1400,13461
2004,233000,1800,12944
1994,254325,1600,9083
2019,13156,2995,4385
2010,165000,1400,13750
2014,169000,2200,21125
2013,155000,1600,17222
2007,273850,1500,18256
2010,194105,2200,16175
2012,312000,2000,31200
1997,250000,1800,10000
1996,351282,1600,13510
1994,280000,2000,10000
2008,219000,2000,15642
2004,418000,2000,23222
2009,195000,2400,15000
2013,78000,2500,8666
2019,57345,1499,19115
2017,54000,1400,10800
2008,232000,1400,16571
2011,181789,1500,16526
2018,114000,1800,28500
2003,115754,1500,6092
2012,166000,2400,16600
2014,198000,2494,24750
2008,210000,3200,15000
2003,289000,2000,15210
2001,128600,1600,6123
2017,10500,1600,2100
2010,330000,2200,27500
2006,275000,1900,17187
2011,200000,1500,18181
2012,88200,1200,8820
1990,222222,1300,6944
2013,180000,1500,20000
2014,199300,1600,24912
2004,412000,2500,22888
2009,283000,2200,21769
2006,215000,1400,13437
2016,98000,2200,16333
2014,296000,2200,37000
2009,150000,2000,11538
2000,240000,2500,10909
2011,350000,1461,31818
1992,240000,2300,8000
2011,201000,1400,18272
2012,154000,3000,15400
2006,195000,2000,12187
2017,127200,1500,25440
2008,230000,1500,16428
2001,300000,1900,14285
2009,212000,1500,16307
2014,153000,2400,19125
2011,74000,3000,6727
1993,400000,1800,13793
2013,28000,3000,3111
2001,400000,2200,19047
2010,268000,1800,22333
2001,282709,1800,13462
2013,56983,1000,6331
2015,80000,2000,11428
2017,127000,2000,25400
2008,218000,2354,15571
2011,240000,2000,21818
2007,185000,2500,12333
2015,181000,1800,25857
2007,339903,1461,22660
2007,215000,1400,14333
2015,60000,1600,8571
2018,92700,1500,23175
2004,320000,2000,17777
2012,200000,1400,20000
2004,20000,3500,1111
2009,10000,2000,769
2010,167000,2000,13916
2019,45000,2000,15000
2016,147000,2500,24500
2012,191861,1999,19186
2013,126000,1600,14000
2015,70000,1400,10000
2017,114445,1500,22889
2019,33214,2000,11071
2007,212525,1400,14168
2007,273500,2200,18233
2008,214000,1800,15285
1993,360000,1600,12413
1994,307688,3200,10988
2014,115000,2000,14375
2012,225000,3000,22500
2012,194000,1800,19400
2000,153000,1300,6954
2013,267665,2200,29740
2011,164892,1400,14990
2004,300000,1400,16666
2014,96000,1500,12000
2011,117119,1497,10647
2010,128000,2500,10666
2013,120697,2000,13410
2011,200000,2200,18181
1995,200000,2000,7407
2016,46400,1000,7733
2010,127500,3000,10625
2003,123456,1800,6497
2017,170000,1422,34000
2005,345000,1400,20294
2008,219000,1600,15642
2013,69246,1200,7694
2000,22222,2500,1010
2015,179000,1800,25571
2013,202000,1400,22444
2006,449000,4200,28062
2021,10000,2000,10000
2008,220000,1400,15714
2017,112000,1800,22400
2018,33000,1800,8250
2002,123456,2700,6172
1993,50000,1100,1724
1991,152387,1600,4915
2010,229000,1800,19083
2012,110755,1200,11075
2013,87000,1400,9666
2008,185000,1600,13214
2001,225000,2500,10714
2009,187000,1400,14384
2018,111500,2000,27875
2011,168000,1400,15272
2001,30000,2000,1428
2007,194777,2000,12985
2015,97000,1200,13857
2012,93500,3500,9350
2016,69000,1996,11500
2018,81700,2494,20425
2013,136000,1500,15111
2009,193000,1500,14846
1996,189000,1600,7269
2017,120000,2000,24000
1994,350000,1991,12500
2005,183896,1398,10817
2013,72000,1500,8000
2003,320000,1700,16842
2010,208000,1800,17333
2006,228000,2401,14250
2014,98000,2000,12250
2011,205000,1500,18636
2012,111111,2000,11111
1999,145000,2200,6304
1992,1000000,1008,33333
2013,183000,1800,20333
2007,186545,2400,12436
1995,340000,3500,12592
2006,260000,3000,16250
2019,95000,2000,31666
2004,160000,1600,8888
2012,96000,3000,9600
2000,1000000,1000,45454
2011,174000,1300,15818
2008,270000,2200,19285
2020,11857,3000,5928
2011,11111,1300,1010
2016,135000,3000,22500
2013,145000,1686,16111
2012,147000,1600,14700
2006,156000,1600,9750
2016,109701,1422,18283
2014,225000,2000,28125
2012,146000,1400,14600
1994,266666,1900,9523
2005,600000,1400,35294
2000,500000,2500,22727
2018,38670,2000,9667
1989,325000,2500,9848
2014,167000,1200,20875
2018,33000,1800,8250
2011,209400,1800,19036
2009,220000,1500,16923
2017,37000,1600,7400
2003,217000,2700,11421
2008,174000,1400,12428
2004,190000,2700,10555
2010,200000,1500,16666
1991,232000,1900,7483
2008,300060,3000,21432
2005,300000,1500,17647
2005,23000,1500,1352
2005,280000,1100,16470
2007,210000,2000,14000
2009,196186,1900,15091
2018,47000,1000,11750
2006,120000,4300,7500
2017,46200,4000,9240
1998,158528,1400,6605
2012,192282,1800,19228
2008,175000,2000,12500
2013,185000,1984,20555
2017,145000,2000,29000
2017,45000,1600,9000
2012,130000,1398,13000
2009,180000,3500,13846
2000,220000,2000,10000
2005,236000,1300,13882
2014,199000,1600,24875
2009,226349,1500,17411
2005,123600,2000,7270
2012,187500,1300,18750
2016,84000,1400,14000
2013,135000,2000,15000
2016,138123,1798,23020
2011,350000,2143,31818
2006,202000,1400,12625
2003,190000,1999,10000
2004,188800,2000,10488
2015,150000,1500,21428
2011,183784,1400,16707
2004,327000,3000,18166
2008,217000,998,15500
2006,260000,1300,16250
2004,220000,1600,12222
2017,144444,1600,28888
2013,177000,1000,19666
1998,89250,2445,3718
1999,200000,4600,8695
2015,230000,2400,32857
2017,146700,1500,29340
2000,340000,2300,15454
2005,260000,2000,15294
2009,190000,1500,14615
2005,230000,1399,13529
2007,290000,1900,19333
2019,31000,1600,10333
2008,250000,1896,17857
1995,888888,1993,32921
2003,450000,1600,23684
2014,140000,1200,17500
2013,181000,1798,20111
2004,145000,2000,8055
2014,143549,1192,17943
2013,160980,1400,17886
2012,241696,1500,24169
2013,168000,1200,18666
2011,195747,1800,17795
2009,123000,1000,9461
2008,33333,1500,2380
2009,156630,1398,12048
2000,3000,1800,136
2014,143000,1600,17875
2011,203361,1300,18487
2006,200000,3500,12500
2008,30999,1400,2214
2016,80000,2000,13333
2004,275000,1500,15277
2003,328745,2700,17302
2008,130000,1400,9285
2008,220000,1300,15714
2010,218033,2143,18169
2013,176000,1500,19555
2017,120198,1600,24039
1998,30000,2500,1250
2017,20000,2000,4000
2009,150000,2800,11538
2013,170000,2000,18888
1997,212332,2000,8493
2002,18000,2400,900
1994,321547,1600,11483
2019,70000,1500,23333
2001,150000,1100,7142
2017,65000,1500,13000
1996,250000,1500,9615
2013,178000,1500,19777
2011,240000,1998,21818
2003,250000,1400,13157
1993,222222,2000,7662
2000,20000,1900,909
2014,206000,2000,25750
2004,123000,1400,6833
2006,270000,2000,16875
2011,181000,2200,16454
2006,300000,1400,18750
2011,73250,2400,6659
2014,218000,2000,27250
2012,276769,1800,27676
2009,156000,1400,12000
2010,211000,2400,17583
2011,182000,4500,16545
2007,232000,2500,15466
2014,120000,1800,15000
2008,130000,3000,9285
2005,99307,1700,5841
2004,250000,1500,13888
2003,278000,1600,14631
2009,127000,1400,9769
2007,260000,1400,17333
2010,158000,1500,13166
2004,243000,1800,13500
2011,210000,2000,19090
2015,139000,1995,19857
2013,87000,2500,9666
2002,280000,2500,14000
2005,170000,1400,10000
2009,156000,1400,12000
1999,314806,900,13687
2005,131178,2200,7716
2004,157258,1300,8736
2005,250000,1400,14705
2006,123456,2400,7716
2018,50734,3000,12683
2008,245000,1900,17500
2003,280000,2500,14736
2014,25008,1400,3126
2013,111000,2000,12333
2010,215000,1400,17916
2013,165750,1500,18416
2001,180000,1600,8571
2013,157000,900,17444
2008,291582,1968,20827
2009,115000,2000,8846
2013,173000,1461,19222
2003,280000,2000,14736
2006,210000,2400,13125
2003,189000,1400,9947
1999,270000,1800,11739
2015,80000,1600,11428
2003,240000,3000,12631
2008,123000,1500,8785
2013,145000,1200,16111
1998,111111,2500,4629
2006,259864,1200,16241
2019,50000,1950,16666
1993,419000,1600,14448
2010,223000,1200,18583
2001,235000,1800,11190
2014,130000,3000,16250
2002,300000,2000,15000
2016,61000,3000,10166
2013,152100,2000,16900
2006,253949,1400,15871
2005,220000,1400,12941
2017,100000,1999,20000
2010,223215,1500,18601
2010,180000,2500,15000
2012,180000,1400,18000
2011,194000,2000,17636
2015,194553,2000,27793
2007,164000,1600,10933
2010,181000,1600,15083
2012,229000,2200,22900
2015,133000,1500,19000
2016,193810,2000,32301
2018,75000,1500,18750
2013,152000,1500,16888
2014,78000,3600,9750
1994,123456,1800,4409
2011,184800,1200,16800
2012,190000,1461,19000
2003,136000,1400,7157
2004,215000,2000,11944
1996,350000,1598,13461
2013,250000,1800,27777
2011,11111,1600,1010
2005,350000,1300,20588
2010,188000,1461,15666
2019,12000,1500,4000
2009,230849,2993,17757
2004,315000,1800,17500
2013,265000,2143,29444
2012,196000,1461,19600
2008,242543,1400,17324
2013,122000,2200,13555
2013,90000,1200,10000
2012,231000,2000,23100
2012,94000,2000,9400
1990,24324,2100,760
2013,122223,3500,13580
2015,166313,2000,23759
1989,342000,2298,10363
2006,16629,1998,1039
2011,132500,1400,12045
2017,20000,2000,4000
2008,328000,1198,23428
2006,256352,2000,16022
2006,189000,1400,11812
2018,50000,2199,12500
1998,250000,2300,10416
1991,111111,2600,3584
2011,200000,1200,18181
2003,123456,2000,6497
2002,109600,1250,5480
2004,263500,3000,14638
2014,149500,4000,18687
2012,94000,2000,9400
2004,244000,1600,13555
2016,151370,1400,25228
2017,110048,1995,22009
2008,105000,2000,7500
2014,173000,1800,21625
2010,240000,2200,20000
2008,230000,4500,16428
2000,100000,1700,4545
2000,200000,4400,9090
2008,256000,2000,18285
2009,195711,1400,15054
2005,177777,1450,10457
2005,190533,1900,11207
2008,127500,1339,9107
2002,265000,3000,13250
2013,167000,2000,18555
2014,81957,2000,10244
2017,143325,1500,28665
2004,222222,2700,12345
1998,297000,1800,12375
1996,300000,2000,11538
2015,167000,1500,23857
2012,199000,2000,19900
2006,132000,2500,8250
1998,328451,2988,13685
2005,188000,1000,11058
2012,197000,1800,19700
2018,62000,2500,15500
2009,229000,3000,17615
2016,215056,1500,35842
2014,160000,1500,20000
2018,46000,2000,11500
2014,89000,1800,11125
1989,103000,1500,3121
2018,154000,2000,38500
1999,25888,1800,1125
2003,2000,1900,105
2000,105000,1400,4772
2012,196186,2000,19618
2004,226000,1400,12555
2015,70000,1600,10000
2012,254156,1900,25415
2013,211000,2200,23444
2007,250000,2200,16666
2006,270000,3000,16875
1987,11111,1500,317
2013,199749,1560,22194
2017,122000,1598,24400
1990,84822,1500,2650
2002,497584,2200,24879
2006,123456,3000,7716
2017,20000,647,4000
2011,160200,1400,14563
1987,360000,1600,10285
2012,145000,2000,14500
2005,384000,2000,22588
1995,200000,2000,7407
2009,163000,2000,12538
2017,12000,1500,2400
1994,260000,1500,9285
2009,111111,1800,8547
2015,147571,2000,21081
2007,210925,1500,14061
2011,156000,2000,14181
2009,247355,1400,19027
2008,167200,2300,11942
2006,382000,1400,23875
2016,40000,1400,6666
2017,54500,2500,10900
2004,240500,1200,13361
1979,50000,1500,1162
2013,172841,1500,19204
1997,350000,2500,14000
2005,290000,600,17058
2005,183000,1800,10764
2008,350000,2200,25000
2011,163000,1400,14818
2015,125000,2000,17857
2013,142000,3000,15777
2005,229000,2000,13470
2013,180282,2000,20031
2013,126000,2500,14000
2002,211000,2400,10550
1986,675420,1300,18761
2016,151000,1500,25166
2016,75000,1461,12500
2011,72000,1400,6545
2009,190533,1400,14656
2006,198000,1500,12375
1999,22222,2000,966
2006,210000,1900,13125
2007,2500,1600,166
2014,99000,1998,12375
2009,174000,1400,13384
2014,122000,3000,15250
2019,12000,1582,4000
2002,151000,1400,7550
2010,187000,1400,15583
2008,247333,1400,17666
1990,290000,1600,9062
2006,260000,2200,16250
2003,340000,2982,17894
2000,316000,1600,14363
2008,125000,2000,8928
2003,123123,1600,6480
2020,12000,2000,6000
2003,213000,1600,11210
2017,83000,2442,16600
2016,141000,1600,23500
2005,140000,2000,8235
2004,480000,1800,26666
2017,133000,1400,26600
2011,80000,2000,7272
2004,180000,1500,10000
2012,155127,1200,15512
2019,35000,2900,11666
2006,285934,1600,17870
2000,200000,1800,9090
2000,224000,1400,10181
2008,160000,1500,11428
2009,250000,4500,19230
2003,218000,1000,11473
2002,220000,1800,11000
1998,98000,1800,4083
2014,167000,1500,20875
2003,350000,3000,18421
1999,290000,1600,12608
2016,55000,1600,9166
1993,373452,2000,12877
2013,145500,2000,16166
2000,299000,1999,13590
1993,221539,3200,7639
2010,171200,1500,14266
2016,38000,1400,6333
2006,285000,1400,17812
2012,153000,2168,15300
2012,120000,2000,12000
2013,200000,3000,22222
2007,120000,2000,8000
2012,152000,1500,15200
2009,123000,1400,9461
2014,193000,1500,24125
2005,228012,1596,13412
2012,253444,3000,25344
2005,310000,2500,18235
1993,350000,2000,12068
2011,205000,1500,18636
2014,161912,1500,20239
2015,105983,1968,15140
2017,50000,3000,10000
2016,50900,1998,8483
2014,205000,2000,25625
2012,188000,1362,18800
2006,175000,1993,10937
2019,28000,1598,9333
2017,121633,3500,24326
2012,216879,2200,21687
2009,329000,1400,25307
2006,243745,2400,15234
1986,85223,1450,2367
2012,238366,2999,23836
2012,151000,1500,15100
2018,31000,2000,7750
2011,333333,1600,30303
2008,170000,3000,12142
2012,138000,2231,13800
2019,41000,1460,13666
2008,138000,2200,9857
1997,3950,1500,158
2007,165000,2400,11000
2008,165000,1997,11785
2001,220000,1800,10476
2009,180040,1200,13849
2004,192000,1500,10666
2002,230000,1500,11500
2015,219200,2200,31314
2005,180001,1400,10588
2011,200630,1200,18239
2015,90000,1984,12857
2015,205601,2500,29371
2016,95000,1000,15833
2015,148000,1800,21142
2017,59000,1798,11800
2016,64500,3000,10750
2009,200000,1390,15384
1999,70000,1500,3043
2011,206000,1199,18727
1988,150000,1500,4411
2017,188111,2000,37622
1995,6580,1600,243
2013,302000,2200,33555
2011,402000,1800,36545
2006,340000,3000,21250
1995,300000,2000,11111
2009,240000,1398,18461
2010,263400,2987,21950
2006,229000,1500,14312
2013,220000,1300,24444
2013,91950,2000,10216
2013,159000,2200,17666
2015,60000,2000,8571
2015,206333,2500,29476
2014,170000,2000,21250
2013,220000,1998,24444
2008,123456,2200,8818
1995,385000,2000,14259
2009,147000,1500,11307
2005,275000,1700,16176
2013,190000,2200,21111
2015,130000,2000,18571
2018,43616,1400,10904
2016,147919,1999,24653
2011,210000,2231,19090
2015,177000,1800,25285
2008,315000,2200,22500
2016,110000,4000,18333
2014,215000,3000,26875
2014,85000,2500,10625
2008,123000,2000,8785
1991,111111,1500,3584
2004,213535,2000,11863
2006,330000,2500,20625
2016,30000,1800,5000
2009,181200,1390,13938
1997,300000,1800,12000
2013,108147,1000,12016
2013,284000,1460,31555
2012,164000,1400,16400
2003,311000,2700,16368
2010,173000,1500,14416
1995,88888,1500,3292
2017,190000,1589,38000
2006,270000,2000,16875
2019,83000,1500,27666
2001,306200,1700,14580
2011,106400,1400,9672
1994,355444,2000,12694
2008,220000,1400,15714
2001,265000,1500,12619
2000,350000,2000,15909
2014,92625,2000,11578
1994,400000,1600,14285
2000,295000,1800,13409
1995,258800,1598,9585
2011,44414,1500,4037
2016,139000,1400,23166
2013,60000,1598,6666
2016,164000,1968,27333
2005,141000,3000,8294
1992,254000,2000,8466
2005,170000,2000,10000
2017,110000,1500,22000
2010,277000,3000,23083
2005,214000,1700,12588
2007,197000,1500,13133
2002,216500,1600,10825
2012,206565,1500,20656
1990,44000,1300,1375
2003,227324,1600,11964
2016,154000,2500,25666
2016,152310,3000,25385
2018,60000,2143,15000
2011,144000,2400,13090
2002,190000,1500,9500
2004,189300,3000,10516
2005,123000,1600,7235
2004,258000,1500,14333
2016,89000,1500,14833
2015,78000,1400,11142
2003,283000,1800,14894
2016,167000,1500,27833
2004,312000,2200,17333
2011,210000,1800,19090
2005,189000,1400,11117
2014,98000,1800,12250
1995,251438,1800,9312
2006,123000,3000,7687
2010,153442,1400,12786
2010,198000,1968,16500
1995,336000,2000,12444
2015,220107,2200,31443
2010,370000,1997,30833
2009,200000,1500,15384
1995,84000,1500,3111
2011,169000,1200,15363
2018,50000,2200,12500
2011,82000,1500,7454
2003,350000,1600,18421
2015,160000,1500,22857
2007,309000,1986,20600
2013,144000,2982,16000
2015,70000,1400,10000
2012,170000,2000,17000
2012,185000,1998,18500
2007,180000,3000,12000
1999,282320,2000,12274
2005,220000,1100,12941
2013,82000,2000,9111
2007,91000,1400,6066
2000,160000,1800,7272
2010,210000,1200,17500
2016,164300,1986,27383
2013,256212,1200,28468
2007,279000,2200,18600
1993,250265,1600,8629
2015,177000,1400,25285
2008,178000,2000,12714
2007,135000,2000,9000
2010,201000,1400,16750
2012,141000,2000,14100
1979,300000,2800,6976
1996,222111,2000,8542
2011,38385,1300,3489
2006,262000,1600,16375
1996,150000,1900,5769
2014,197000,1400,24625
2015,138000,2000,19714
1994,250000,2500,8928
2019,84700,1461,28233
2001,111111,2500,5291
2004,200000,1400,11111
2011,189000,2200,17181
2016,173000,1500,28833
2008,185000,1800,13214
2016,170000,3000,28333
2004,91000,1400,5055
2015,157000,3000,22428
2003,273248,1600,14381
2007,207000,2000,13800
2011,16000,1200,1454
2001,300000,2000,14285
2018,69000,1500,17250
2005,218000,1800,12823
1993,250000,1598,8620
2007,207500,2179,13833
2005,187300,1300,11017
2005,340000,1900,20000
2008,180000,2400,12857
2000,230000,1500,10454
2006,336000,3000,21000
2000,390000,2200,17727
2006,267000,2000,16687
2005,250000,4000,14705
2005,270000,1400,15882
2012,209205,1500,20920
2007,175000,2200,11666
2014,133804,2400,16725
2012,170000,2400,17000
2007,268333,1300,17888
2006,214567,1600,13410
2014,144734,2200,18091
2000,200000,1300,9090
2005,200000,2500,11764
2016,190000,1500,31666
2014,168000,2000,21000
2016,150000,1461,25000
2009,163000,2000,12538
2009,194000,1600,14923
2010,160000,1400,13333
2016,133494,2494,22249
2010,165851,1390,13820
2004,300000,2700,16666
2012,164000,1500,16400
2005,229000,2000,13470
2009,110200,2400,8476
2006,300000,2000,18750
2000,233098,1800,10595
2010,196700,2400,16391
2003,210000,1600,11052
2012,240000,1800,24000
2010,190533,1300,15877
2017,38000,1000,7600
2010,147000,2200,12250
2017,44000,3500,8800
2010,173000,1300,14416
1997,458256,2000,18330
2010,120111,1400,10009
2007,294000,1364,19600
2013,129000,1600,14333
1993,309047,1600,10656
2004,400000,2400,22222
1998,170000,1400,7083
2005,125000,2200,7352
2013,180000,1700,20000
2012,200000,1600,20000
2009,270000,1800,20769
2016,50000,1500,8333
2001,250000,4000,11904
2009,220000,2200,16923
2009,89000,1198,6846
2014,138000,1500,17250
