Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,mileage,Engine_class
Fiat,Doblo,2006,Universal,13453,1400,Diesel,Manual,2200,16,840,low,Low-capacity
Volkswagen,Jetta,2014,Sedan,76541,1998,Petrol,Manual,11000,8,9567,low,Mid-capacity
Skoda,Octavia,2010,Universal,230000,1200,Petrol,Automatic,5900,12,19166,high,Low-capacity
Rare,9-3,2006,Combi,28000,1900,Diesel,Automatic,5200,16,1750,low,Mid-capacity
Honda,CR-V,2013,SUV,160000,2200,Diesel,Manual,15900,9,17777,medium,Mid-capacity
Mercedes,M Class,2011,SUV,245001,2200,Diesel,Automatic,22900,11,22272,high,Mid-capacity
Volkswagen,Golf,2005,Combi,277000,1399,Petrol,Manual,3300,17,16294,medium,Low-capacity
Toyota,Rav 4,2014,SUV,133000,2200,Diesel,Automatic,18500,8,16625,medium,Mid-capacity
Renault,Kadjar,2015,Crossover,138000,1461,Diesel,Automatic,13000,7,19714,high,Low-capacity
Toyota,Camry,2014,Sedan,133000,2500,Metan/Propan,Automatic,12400,8,16625,medium,Mid-capacity
Mercedes,E Class,2004,Sedan,405500,2200,Diesel,Automatic,6800,18,22527,high,Mid-capacity
Opel,Corsa,2013,Hatchback,113000,1400,Petrol,Automatic,7500,9,12555,medium,Low-capacity
Mazda,323,1993,Sedan,309047,1600,Metan/Propan,Manual,12000,29,10656,medium,Low-capacity
Citroen,C2,2004,Coupe,189000,1400,Diesel,Manual,2000,18,10500,medium,Low-capacity
Volvo,XC90,2007,Microvan,20000,2400,Diesel,Automatic,4500,15,1333,low,Mid-capacity
Mercedes,E Class,2009,Sedan,200000,2200,Diesel,Automatic,12000,13,15384,medium,Mid-capacity
Ford,Fusion,2013,Sedan,150000,2000,Hybrid,Automatic,11399,9,16666,medium,Mid-capacity
BMW,5 Series,2002,Sedan,300000,3000,Diesel,Manual,800,20,15000,medium,Mid-capacity
Toyota,Picnic,1998,Universal,150000,2200,Diesel,Manual,3150,24,6250,low,Mid-capacity
Citroen,Berlingo,2016,Minivan,147000,1598,Diesel,Manual,7200,6,24500,high,Low-capacity
Dacia,Dokker VAN,2016,Minivan,132325,1500,Diesel,Manual,8500,6,22054,high,Low-capacity
Renault,Kangoo,2004,Universal,225000,1200,Petrol,Manual,2800,18,12500,medium,Low-capacity
Dacia,Logan,2016,Sedan,153325,1500,Diesel,Manual,6800,6,25554,high,Low-capacity
Dacia,Logan,2016,Sedan,153325,1500,Diesel,Manual,6800,6,25554,high,Low-capacity
Nissan,Qashqai,2012,SUV,94000,2000,Petrol,Automatic,11650,10,9400,low,Mid-capacity
Hyundai,Creta,2017,Crossover,45000,1600,Petrol,Automatic,14450,5,9000,low,Low-capacity
Hyundai,Tucson,2017,Crossover,145000,2000,Diesel,Automatic,19350,5,29000,high,Mid-capacity
Chevrolet,Trax,2018,Crossover,33000,1800,Petrol,Automatic,13650,4,8250,low,Mid-capacity
Audi,A8,2018,Sedan,120000,3000,Diesel,Automatic,76000,4,30000,high,Mid-capacity
Skoda,Octavia,2006,Sedan,160000,2000,Petrol,Automatic,5300,16,10000,low,Mid-capacity
Ford,Fusion,2010,Universal,165000,1400,Diesel,Manual,4800,12,13750,medium,Low-capacity
Ford,Focus Wagon,2017,Universal,173000,1500,Diesel,Automatic,8990,5,34600,high,Low-capacity
Volkswagen,Golf,2002,Hatchback,25000,1600,Petrol,Manual,2350,20,1250,low,Low-capacity
Mercedes,Viano,2011,SUV,192000,2200,Diesel,Automatic,16999,11,17454,medium,Mid-capacity
Skoda,Superb,2016,Sedan,160000,1400,Petrol,Manual,11900,6,26666,high,Low-capacity
Mercedes,Series (W124),1992,Sedan,51000,2500,Diesel,Manual,5700,30,1700,low,Mid-capacity
Rare,Encore,2017,Crossover,153000,1400,Petrol,Automatic,12500,5,30600,high,Low-capacity
Mercedes,E Class,2010,Sedan,76765,2200,Diesel,Automatic,4000,12,6397,low,Mid-capacity
Renault,Megane,2007,Universal,250000,1500,Diesel,Manual,3800,15,16666,medium,Low-capacity
Mini,Cooper,2009,Coupe,180000,1397,Petrol,Manual,5499,13,13846,medium,Low-capacity
Mini,One,2009,Coupe,180000,1397,Petrol,Manual,5499,13,13846,medium,Low-capacity
Ford,Transit Connect,2008,Minivan,200000,1800,Diesel,Manual,3800,14,14285,medium,Mid-capacity
Ford,Focus,2003,Hatchback,295000,2000,Petrol,Manual,1150,19,15526,medium,Mid-capacity
Toyota,Corolla,2011,Sedan,197000,1400,Diesel,Manual,8000,11,17909,medium,Low-capacity
Toyota,Avensis,2012,Universal,164000,2000,Diesel,Manual,11500,10,16400,medium,Mid-capacity
Hyundai,Getz,2007,Hatchback,180000,1400,Petrol,Automatic,3999,15,12000,medium,Low-capacity
Land Rover,Freelander,2007,Crossover,214000,2200,Diesel,Automatic,5000,15,14266,medium,Mid-capacity
Mercedes,GLK Class,2011,SUV,200000,2200,Diesel,Automatic,15500,11,18181,medium,Mid-capacity
Volkswagen,Touareg,2007,SUV,27000,2500,Diesel,Automatic,10000,15,1800,low,Mid-capacity
Renault,Twingo,1995,Roadster,210000,1189,Petrol,Manual,1200,27,7777,low,Low-capacity
Nissan,Qashqai,2017,Crossover,49000,1500,Diesel,Manual,14490,5,9800,low,Low-capacity
Mitsubishi,Pajero,1998,SUV,350000,2800,Diesel,Manual,6500,24,14583,medium,Mid-capacity
Porsche,Cayenne,2014,Crossover,136000,3000,Diesel,Automatic,33750,8,17000,medium,Mid-capacity
KIA,Sportage,2017,SUV,20000,2000,Petrol,Automatic,17950,5,4000,low,Mid-capacity
Mercedes,B Class,2019,Universal,44000,1460,Diesel,Automatic,24600,3,14666,medium,Low-capacity
Toyota,Rav 4,2013,Crossover,82000,2000,Petrol,Automatic,17450,9,9111,low,Mid-capacity
Toyota,Land Cruiser Prado,2007,SUV,186000,2700,Metan/Propan,Automatic,15950,15,12400,medium,Mid-capacity
Nissan,Qashqai,2012,Crossover,107000,1500,Diesel,Manual,9999,10,10700,medium,Low-capacity
Nissan,Qashqai,2015,Crossover,93000,1200,Petrol,Automatic,11750,7,13285,medium,Low-capacity
Toyota,Auris,2013,Universal,189000,1800,Hybrid,Automatic,10450,9,21000,high,Mid-capacity
BMW,X5,2016,Crossover,56000,2000,Plug-in Hybrid,Automatic,33499,6,9333,low,Mid-capacity
Hyundai,Getz,2005,Sedan,32421,1200,Petrol,Manual,2963,17,1907,low,Low-capacity
Mercedes,B Class,2016,Sedan,50000,1950,Diesel,Automatic,29500,6,8333,low,Mid-capacity
Audi,Q8,2019,Crossover,27000,3000,Hybrid,Automatic,82500,3,9000,low,Mid-capacity
Honda,CR-V,2016,SUV,128100,1597,Diesel,Automatic,18400,6,21350,high,Low-capacity
Hyundai,Santa FE,2013,SUV,191000,2200,Diesel,Automatic,17000,9,21222,high,Mid-capacity
Volkswagen,Passat,2005,Sedan,380000,1986,Petrol,Manual,4950,17,22352,high,Mid-capacity
GAZ,3110,1998,Sedan,89000,2445,Metan/Propan,Manual,1400,24,3708,low,Mid-capacity
GAZ,3110,1998,Sedan,89250,2445,Metan/Propan,Manual,1400,24,3718,low,Mid-capacity
Toyota,Land Cruiser Prado,2004,Universal,245000,3000,Diesel,Automatic,10000,18,13611,medium,Mid-capacity
Toyota,Venza,2014,SUV,210000,2700,Petrol,Automatic,16250,8,26250,high,Mid-capacity
Skoda,Superb,2017,Sedan,119000,2000,Diesel,Automatic,20999,5,23800,high,Mid-capacity
Mazda,2,2004,Hatchback,260000,1400,Petrol,Manual,2950,18,14444,medium,Low-capacity
Hyundai,Tucson,2017,Universal,37000,2000,Petrol,Automatic,14500,5,7400,low,Mid-capacity
Citroen,Xsara,2005,Universal,355000,1400,Diesel,Manual,3000,17,20882,high,Low-capacity
Dacia,Logan,2007,Sedan,213430,1390,Metan/Propan,Automatic,3200,15,14228,medium,Low-capacity
Opel,Astra,2011,Universal,170000,1300,Diesel,Manual,5600,11,15454,medium,Low-capacity
Skoda,Octavia,2019,Sedan,25000,1400,Petrol,Manual,15800,3,8333,low,Low-capacity
BMW,7 Series,2006,Sedan,200000,3000,Diesel,Automatic,11300,16,12500,medium,Mid-capacity
BMW,5 Series,1999,Sedan,300000,2500,Diesel,Manual,3700,23,13043,medium,Mid-capacity
Dacia,Logan Mcv,2014,Universal,49000,1200,Petrol,Manual,6200,8,6125,low,Low-capacity
Opel,Astra,2007,Universal,215000,1300,Diesel,Manual,4200,15,14333,medium,Low-capacity
Toyota,Prius,2006,Universal,180000,1500,Hybrid,Automatic,5990,16,11250,medium,Low-capacity
BMW,5 Series,2001,Sedan,407000,2500,Diesel,Manual,4800,21,19380,high,Mid-capacity
Volkswagen,Caddy,2007,Minivan,295000,2000,Metan/Propan,Manual,7200,15,19666,high,Mid-capacity
Mercedes,E Class,2006,Sedan,323000,2200,Diesel,Automatic,8800,16,20187,high,Mid-capacity
Lexus,RX Series,2005,SUV,270000,2995,Petrol,Automatic,11200,17,15882,medium,Mid-capacity
Volkswagen,Passat,2011,Universal,170000,1400,Metan/Propan,Automatic,8500,11,15454,medium,Low-capacity
Nissan,Juke,2012,Crossover,154123,1500,Diesel,Manual,8222,10,15412,medium,Low-capacity
Renault,Laguna,1996,Hatchback,135000,1800,Metan/Propan,Manual,1600,26,5192,low,Mid-capacity
Mercedes,M Class,2013,SUV,289000,2500,Diesel,Automatic,33000,9,32111,high,Mid-capacity
Opel,Insignia,2014,Sedan,265000,1400,Metan/Propan,Manual,8000,8,33125,high,Low-capacity
Renault,Kadjar,2016,Crossover,128000,1500,Diesel,Automatic,12400,6,21333,high,Low-capacity
Rover,45,2002,Hatchback,250000,1800,Petrol,Manual,1590,20,12500,medium,Mid-capacity
Audi,A6,2017,Sedan,222222,2700,Diesel,Manual,5870,5,44444,high,Mid-capacity
BMW,3 Series,2013,Sedan,123451,3000,Diesel,Automatic,5000,9,13716,medium,Mid-capacity
Renault,Grand Scenic,2012,Minivan,150000,1461,Diesel,Manual,8000,10,15000,medium,Low-capacity
Volkswagen,Golf,2011,Hatchback,193000,1200,Petrol,Manual,6800,11,17545,medium,Low-capacity
Ford,Focus,2005,Universal,22588,1600,Diesel,Manual,1500,17,1328,low,Low-capacity
KIA,Carnival,2020,Minivan,10000,2151,Diesel,Automatic,33399,2,5000,low,Mid-capacity
Mercedes,Vito,2012,Microvan,445000,2199,Diesel,Automatic,8650,10,44500,high,Mid-capacity
Mazda,6,2006,Hatchback,217000,2000,Diesel,Manual,4600,16,13562,medium,Mid-capacity
Mercedes,C Class,1995,Sedan,400000,1800,Petrol,Manual,2800,27,14814,medium,Mid-capacity
Opel,Astra,1993,Hatchback,30000,1600,Petrol,Manual,18000,29,1034,low,Low-capacity
Volkswagen,Passat,2004,Sedan,220000,1800,Petrol,Automatic,2500,18,12222,medium,Mid-capacity
Toyota,Auris,2011,Hatchback,185000,1800,Hybrid,Automatic,8700,11,16818,medium,Mid-capacity
Mercedes,M Class,2004,SUV,261000,2700,Diesel,Automatic,5599,18,14500,medium,Mid-capacity
Toyota,Auris,2011,Hatchback,185000,1800,Hybrid,Automatic,8700,11,16818,medium,Mid-capacity
Mercedes,M Class,2004,SUV,261000,2700,Diesel,Automatic,5599,18,14500,medium,Mid-capacity
Chevrolet,Aveo,2006,Sedan,300000,1200,Metan/Propan,Manual,2500,16,18750,medium,Low-capacity
Ford,Escort,1995,Hatchback,245005,1400,Petrol,Manual,1350,27,9074,low,Low-capacity
Toyota,Auris,2011,Hatchback,187000,1400,Diesel,Manual,7200,11,17000,medium,Low-capacity
Renault,Megane,2005,Sedan,255555,1500,Diesel,Automatic,3250,17,15032,medium,Low-capacity
Peugeot,307,2001,Hatchback,280000,1600,Petrol,Manual,1900,21,13333,medium,Low-capacity
Rover,45,2000,Hatchback,256000,1800,Petrol,Manual,1750,22,11636,medium,Mid-capacity
Opel,Astra,2015,Universal,160000,1600,Diesel,Manual,8500,7,22857,high,Low-capacity
Ford,Fusion,2018,Sedan,73000,1500,Petrol,Automatic,12850,4,18250,medium,Low-capacity
Mercedes,B Class,2012,Minivan,115000,1997,Diesel,Automatic,7100,10,11500,medium,Mid-capacity
Mercedes,E Class,2006,Sedan,100000,2143,Diesel,Automatic,9999,16,6250,low,Mid-capacity
Chevrolet,Captiva,2011,Crossover,97000,2400,Petrol,Automatic,11500,11,8818,low,Mid-capacity
Porsche,Cayenne,2005,Crossover,186000,3200,Petrol,Automatic,9500,17,10941,medium,Mid-capacity
Audi,A6,2002,Universal,170000,2500,Diesel,Automatic,4500,20,8500,low,Mid-capacity
Audi,A6,2003,Universal,232000,2500,Diesel,Manual,4200,19,12210,medium,Mid-capacity
Renault,Scenic,2010,Minivan,225000,1500,Diesel,Manual,4999,12,18750,medium,Low-capacity
Opel,Astra,1993,Hatchback,3800,1400,Petrol,Manual,900,29,131,low,Low-capacity
Audi,80,1988,Sedan,370000,1596,Diesel,Manual,1550,34,10882,medium,Low-capacity
Dodge,Avenger,2008,Sedan,320000,2000,Petrol,Manual,10000,14,22857,high,Mid-capacity
Infiniti,FX,2006,Crossover,300000,4500,Metan/Propan,Automatic,18000,16,18750,medium,Large-capacity
Honda,Accord,2017,Sedan,32000,2000,Hybrid,Automatic,14300,5,6400,low,Mid-capacity
BMW,5 Series,1994,Sedan,250000,2500,Diesel,Manual,1200,28,8928,low,Mid-capacity
Toyota,Land Cruiser Prado,2008,SUV,150000,2700,Petrol,Automatic,13200,14,10714,medium,Mid-capacity
Citroen,Jumpy,1999,Minivan,200000,1868,Diesel,Manual,1950,23,8695,low,Mid-capacity
Toyota,Auris,2008,Hatchback,250000,1400,Diesel,Manual,6000,14,17857,medium,Low-capacity
Toyota,Auris,2011,Hatchback,147000,1800,Hybrid,Automatic,8500,11,13363,medium,Mid-capacity
Ford,Mondeo,2015,Universal,199640,1499,Diesel,Manual,11000,7,28520,high,Low-capacity
Chrysler,Saratoga,1992,Sedan,250000,3000,Petrol,Automatic,1200,30,8333,low,Mid-capacity
Volkswagen,Caddy,2011,Minivan,283000,1600,Diesel,Manual,4800,11,25727,high,Low-capacity
Vaz,2107,2001,Sedan,160000,1500,Petrol,Manual,750,21,7619,low,Low-capacity
Volkswagen,Golf,1996,Hatchback,200000,1900,Diesel,Manual,500,26,7692,low,Mid-capacity
Volkswagen,Passat,2014,Universal,199000,1600,Diesel,Manual,12300,8,24875,high,Low-capacity
Toyota,Auris,2011,Hatchback,225387,1400,Diesel,Automatic,8000,11,20489,high,Low-capacity
Audi,A6,2002,Universal,200000,2500,Diesel,Automatic,1600,20,10000,low,Mid-capacity
Opel,Combo,2000,Minivan,100000,1700,Diesel,Manual,12000,22,4545,low,Low-capacity
Dacia,Logan,2010,Universal,245000,1500,Diesel,Manual,4500,12,20416,high,Low-capacity
Mazda,3,2004,Sedan,229500,2000,Petrol,Manual,3300,18,12750,medium,Mid-capacity
Hyundai,Trajet,2003,Minivan,270000,2000,Diesel,Manual,4200,19,14210,medium,Mid-capacity
Renault,Laguna,2004,Universal,219000,1900,Diesel,Manual,2500,18,12166,medium,Mid-capacity
Skoda,Fabia,2000,Hatchback,150000,1400,Petrol,Manual,2800,22,6818,low,Low-capacity
Mercedes,B Class,2005,Hatchback,24050,2000,Metan/Propan,Automatic,4900,17,1414,low,Mid-capacity
BMW,3 Series,1999,Sedan,194000,2000,Diesel,Manual,4000,23,8434,low,Mid-capacity
Renault,Megane,2005,Universal,220000,1498,Diesel,Manual,2560,17,12941,medium,Low-capacity
Mazda,CX-7,2016,SUV,240000,2500,Petrol,Automatic,5500,6,40000,high,Mid-capacity
BMW,X3,2012,SUV,215000,2000,Diesel,Automatic,19500,10,21500,high,Mid-capacity
Audi,A6,2003,Universal,320000,2500,Diesel,Manual,4500,19,16842,medium,Mid-capacity
Lexus,Es Series,2015,Sedan,150000,2500,Hybrid,Automatic,18900,7,21428,high,Mid-capacity
BMW,3 Series,2007,Coupe,168000,2500,Petrol,Automatic,9000,15,11200,medium,Mid-capacity
Volkswagen,Transporter,1998,Microvan,239000,1900,Diesel,Manual,2800,24,9958,low,Mid-capacity
Toyota,Auris,2015,Universal,149802,1364,Diesel,Manual,8700,7,21400,high,Low-capacity
Volkswagen,Passat,2006,Sedan,258000,2000,Diesel,Manual,6000,16,16125,medium,Mid-capacity
Volkswagen,Passat,1995,Sedan,482000,1800,Metan/Propan,Manual,1550,27,17851,medium,Mid-capacity
Honda,Civic,2005,Hatchback,301000,1396,Petrol,Manual,3400,17,17705,medium,Low-capacity
Audi,100,1994,Universal,320000,2000,Petrol,Manual,1500,28,11428,medium,Mid-capacity
Land Rover,Freelander,2004,SUV,180000,1800,Metan/Propan,Manual,3950,18,10000,low,Mid-capacity
Audi,80,1993,Sedan,257000,1900,Diesel,Manual,600,29,8862,low,Mid-capacity
Opel,Vectra,1998,Sedan,300000,1800,Metan/Propan,Manual,2300,24,12500,medium,Mid-capacity
Mazda,626,2002,Hatchback,3000,2000,Metan/Propan,Manual,2500,20,150,low,Mid-capacity
BMW,X5,2004,SUV,222000,3000,Metan/Propan,Automatic,9500,18,12333,medium,Mid-capacity
Smart,Roadster,2004,Coupe,138793,1030,Petrol,Automatic,4200,18,7710,low,Microlitre
Opel,Astra,2005,Minivan,270000,1901,Diesel,Manual,1700,17,15882,medium,Mid-capacity
KIA,Carnival,2005,Minivan,195000,2500,Metan/Propan,Automatic,4350,17,11470,medium,Mid-capacity
Toyota,Land Cruiser Prado,2004,SUV,250000,3000,Diesel,Manual,13000,18,13888,medium,Mid-capacity
Skoda,Octavia,2012,Universal,149000,1400,Petrol,Automatic,6700,10,14900,medium,Low-capacity
Toyota,Land Cruiser,1996,SUV,280000,4500,Metan/Propan,Automatic,13500,26,10769,medium,Large-capacity
Toyota,Auris,2010,Hatchback,152000,1400,Diesel,Manual,7000,12,12666,medium,Low-capacity
BMW,3 Series,2003,Universal,300000,1800,Petrol,Manual,4599,19,15789,medium,Mid-capacity
Volkswagen,Passat,2014,Sedan,103000,2000,Diesel,Automatic,12999,8,12875,medium,Mid-capacity
Skoda,Superb,2017,Sedan,112000,2000,Petrol,Automatic,23000,5,22400,high,Mid-capacity
Ford,Fusion,2008,Universal,163000,1400,Diesel,Manual,2950,14,11642,medium,Low-capacity
Mercedes,S Class,2016,Sedan,30000,4000,Diesel,Automatic,18599,6,5000,low,Large-capacity
BMW,5 Series,2003,Sedan,250000,3000,Diesel,Automatic,2350,19,13157,medium,Mid-capacity
Hyundai,Matrix,2010,Universal,123000,1500,Diesel,Manual,2999,12,10250,low,Low-capacity
Volkswagen,Tiguan,2010,SUV,190000,2000,Diesel,Automatic,9599,12,15833,medium,Mid-capacity
Audi,Q5,2014,Crossover,160753,3000,Petrol,Automatic,18700,8,20094,high,Mid-capacity
Dacia,Logan,2012,Sedan,20000,1400,Petrol,Manual,2100,10,2000,low,Low-capacity
Skoda,Fabia,2007,Hatchback,221104,1422,Diesel,Manual,3500,15,14740,medium,Low-capacity
BMW,7 Series,2008,Sedan,297000,3000,Diesel,Automatic,11500,14,21214,high,Mid-capacity
Volkswagen,Golf,2001,Sedan,30000,1900,Diesel,Manual,3700,21,1428,low,Mid-capacity
Peugeot,107,2008,Sedan,130000,1000,Petrol,Automatic,2500,14,9285,low,Microlitre
Dacia,Logan Mcv,2007,Universal,207518,1500,Diesel,Manual,3800,15,13834,medium,Low-capacity
Renault,Megane,2007,Universal,298000,1500,Diesel,Manual,3650,15,19866,high,Low-capacity
Toyota,Corolla,2004,Hatchback,240000,1600,Petrol,Manual,4500,18,13333,medium,Low-capacity
Toyota,Avensis,2013,Universal,189500,2231,Diesel,Manual,10500,9,21055,high,Mid-capacity
Porsche,Cayenne,2012,SUV,121000,3569,Petrol,Automatic,29999,10,12100,medium,Large-capacity
Volkswagen,Jetta,2008,Sedan,16000,1400,Petrol,Manual,5350,14,1142,low,Low-capacity
BMW,5 Series,2005,Sedan,298432,3000,Diesel,Automatic,4300,17,17554,medium,Mid-capacity
Renault,Trafic,2008,Microvan,350563,1998,Diesel,Manual,6555,14,25040,high,Mid-capacity
Volvo,XC70,2004,Crossover,300000,2400,Diesel,Automatic,7000,18,16666,medium,Mid-capacity
Skoda,Fabia,2005,Minivan,175000,1400,Diesel,Manual,4100,17,10294,low,Low-capacity
Mercedes,Vito,2000,Minivan,390000,2200,Diesel,Manual,3100,22,17727,medium,Mid-capacity
Skoda,Superb,2010,Sedan,245000,1800,Petrol,Automatic,7700,12,20416,high,Mid-capacity
Volvo,XC90,2016,SUV,50000,2000,Diesel,Automatic,28000,6,8333,low,Mid-capacity
Renault,Laguna,2011,Sedan,178000,1500,Diesel,Manual,6100,11,16181,medium,Low-capacity
Mercedes,GLE Coupe,2015,SUV,136000,3000,Petrol,Automatic,50000,7,19428,high,Mid-capacity
Nissan,Note,2013,Hatchback,182000,1500,Diesel,Manual,6300,9,20222,high,Low-capacity
Volkswagen,Passat CC,2013,Sedan,143000,2000,Petrol,Automatic,10480,9,15888,medium,Mid-capacity
Mazda,323,1997,Hatchback,275600,1500,Petrol,Manual,1600,25,11024,medium,Low-capacity
Toyota,Auris,2011,Hatchback,210000,1800,Hybrid,Automatic,7999,11,19090,high,Mid-capacity
Mercedes,E Class,2005,Sedan,10000,3222,Diesel,Automatic,2900,17,588,low,Mid-capacity
Honda,Accord,1996,Sedan,181000,1800,Metan/Propan,Manual,1800,26,6961,low,Mid-capacity
Renault,Megane,2010,Universal,192000,1500,Diesel,Manual,5800,12,16000,medium,Low-capacity
Cheap_rare,968,1987,Sedan,31000,1197,Petrol,Manual,500,35,885,low,Low-capacity
Porsche,Cayenne,2010,SUV,165000,3000,Diesel,Automatic,31900,12,13750,medium,Mid-capacity
Volkswagen,Tiguan,2008,SUV,122000,2000,Diesel,Manual,5000,14,8714,low,Mid-capacity
Opel,Astra,2006,Universal,199000,1600,Metan/Propan,Manual,4200,16,12437,medium,Low-capacity
Opel,Combo,1996,Minivan,193500,1400,Petrol,Manual,950,26,7442,low,Low-capacity
Toyota,Land Cruiser Prado,2011,SUV,219000,2700,Metan/Propan,Automatic,18500,11,19909,high,Mid-capacity
Opel,Sintra,1997,Minivan,216850,2200,Metan/Propan,Manual,1400,25,8674,low,Mid-capacity
Volkswagen,Sharan,2005,Minivan,272555,1900,Diesel,Automatic,6500,17,16032,medium,Mid-capacity
Renault,Scenic,2011,Minivan,195000,1500,Diesel,Manual,6200,11,17727,medium,Low-capacity
Mercedes,E Class,2014,Sedan,126000,2187,Diesel,Automatic,18599,8,15750,medium,Mid-capacity
Ford,Fiesta,2012,Hatchback,218000,1400,Petrol,Manual,5400,10,21800,high,Low-capacity
Volkswagen,Touareg,2006,SUV,223000,2500,Diesel,Automatic,7599,16,13937,medium,Mid-capacity
BMW,3 Series,2000,Sedan,250000,2000,Diesel,Manual,3200,22,11363,medium,Mid-capacity
Renault,Megane,2015,Hatchback,186000,1500,Diesel,Manual,6750,7,26571,high,Low-capacity
Opel,Vectra,1995,Sedan,600000,1998,Petrol,Manual,1200,27,22222,high,Mid-capacity
Mercedes,A Class,2006,Hatchback,210000,1590,Petrol,Manual,2200,16,13125,medium,Low-capacity
BMW,5 Series,2001,Sedan,297000,2200,Petrol,Manual,4500,21,14142,medium,Mid-capacity
Volvo,V50,2006,Universal,230000,2000,Diesel,Manual,2999,16,14375,medium,Mid-capacity
BMW,5 Series,2003,Sedan,400000,2000,Diesel,Manual,4700,19,21052,high,Mid-capacity
Mazda,323,1994,Sedan,328000,1500,Petrol,Manual,1350,28,11714,medium,Low-capacity
Opel,Meriva,2011,Microvan,250000,1398,Petrol,Manual,4999,11,22727,high,Low-capacity
Nissan,Sunny,1995,Sedan,37998,1392,Metan/Propan,Manual,12000,27,1407,low,Low-capacity
Toyota,Auris,2007,Hatchback,200000,1399,Diesel,Manual,5800,15,13333,medium,Low-capacity
Opel,Kadett,1990,Hatchback,200000,1600,Petrol,Manual,850,32,6250,low,Low-capacity
Skoda,Octavia,2007,Universal,270000,1600,Petrol,Manual,4500,15,18000,medium,Low-capacity
Nissan,Cherry,1985,Coupe,120000,1300,Petrol,Manual,700,37,3243,low,Low-capacity
Chevrolet,Malibu,2016,Sedan,58500,1800,Hybrid,Automatic,12999,6,9750,low,Mid-capacity
Mercedes,E Class,2005,Sedan,250000,2200,Diesel,Manual,4500,17,14705,medium,Mid-capacity
Vaz,2106,1981,Sedan,88000,1600,Petrol,Manual,1100,41,2146,low,Low-capacity
BMW,X5,2003,SUV,310000,3000,Diesel,Automatic,4200,19,16315,medium,Mid-capacity
Toyota,4-Runner,1993,SUV,280000,2500,Diesel,Manual,6800,29,9655,low,Mid-capacity
Hyundai,Getz,2006,Hatchback,162088,1400,Petrol,Automatic,2799,16,10130,low,Low-capacity
Opel,Ascona,1985,Sedan,7777,1300,Petrol,Manual,9999,37,210,low,Low-capacity
Hyundai,Getz,2005,Hatchback,193000,1400,Petrol,Manual,3200,17,11352,medium,Low-capacity
Audi,TT,2003,Coupe,268000,1800,Petrol,Manual,3000,19,14105,medium,Mid-capacity
Cheap_rare,Niva,1989,SUV,150000,1600,Petrol,Manual,500,33,4545,low,Low-capacity
Mercedes,C Class,2008,Universal,227000,2500,Petrol,Automatic,9999,14,16214,medium,Mid-capacity
